prolificid,timestart,duration,flag,badsig,recaptcha,age,shouldconcern,progressivity,progressivity_timing,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,proposal,proposal_group,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback
5eb087ed7f6d1e1232690d6a,8/3/25 9:42,990,,,.80000001,64,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support moderately,both,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,Unsure,It will not pay off much,Average,Average,Below average,Below average,Yes,"No, just myself",28000,33000,Somewhat certain,33000,33000,,,,,,40000,,,,,$11-$20,$21-$30,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,3,5,1,4,Agree somewhat,Definitely not,Very stable,Not worried at all,Almost no chance (0-10%),Less than 1 month,No risk,The risk is low,The risk is low,The risk is high,Female,Single,,0,0,White or European American,,Yes,Yes,Oregon,97219,Urban,Oklahoma,Tulsa,Urban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Not in the labor force (for example: retired, or full-time parent)",Moderate,Liberal,Kamala Harris,Joe Biden,Unbiased,
67a3d0c543cd8db0ea60fba2,8/3/25 9:42,1277,,,1,46,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,I think the policy is better for the economy now,,,,Support slightly,middle,Neutral,Disagree somewhat,Agree strongly,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Neutral,Agree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Above average,Above average,Above average,Far below average,Yes,"Yes, more than one person",35000,40000,Not very certain,41000,30000,,55000,Not very certain,65000,40000,75000,,,,,$21-$30,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,2,3,4,5,1,Neutral,Probably not,Somewhat unstable,Somewhat worried,Even chance (40-60%),Less than 1 month,The risk is substantial,The risk is substantial,The risk is substantial,The risk is high,Female,Cohabitating,,0,0,"Asian or Asian American,White or European American",,No,No,New Hampshire,03103,Suburban,New Hampshire,Sunapee,Rural,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Full-time employee,Moderate,Moderate,I did not vote,I did not vote,Unbiased,
67cb46013d8998974c294e06,8/3/25 9:42,1868,,,1,54,The government should not concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),early,No change,,,,,,Reject strongly,middle,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Disagree strongly,Neutral,Disagree somewhat,Disagree somewhat,Agree strongly,Likely (60-80%),Almost guaranteed (80-100%),Much harder now,It has paid off a lot,It will not pay off much,It will not pay off much,Average,Above average,Above average,Far above average,"No, someone else also earns income","Yes, more than one person",120000,150000,Somewhat certain,200000,100000,170000,200000,Somewhat certain,250000,140000,200000,,,,,$31-$40,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Indifferent,1,4,2,5,3,Agree strongly,Definitely / I have already started a business,Somewhat stable,Not very worried,Even chance (40-60%),More than 6 months,The risk is substantial,The risk is substantial,The risk is low,The risk is low,Male,Married,,4,4,Black or African American,,Yes,Yes,Virginia,20147,Urban,Georgia,Augusta,Suburban,Not a student,4-year college degree,4-year college degree,Some college,Some college,Part-time employee,Conservative,Liberal,Donald Trump,Donald Trump,Unbiased,
670c3a0b29d34e1201670dd1,8/3/25 9:42,695,,,1,40,The government should concern itself with this.,Somewhat more progressive,early,No change,,,,,,Support strongly,poor,Disagree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Disagree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",75000,85000,Somewhat certain,85000,50000,155000,180000,Not very certain,190000,140000,150000,,,,,$11-$20,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,1,2,3,4,5,Disagree somewhat,Probably not,Somewhat stable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is high,No risk,No risk,I have already owned or currently own a home,Female,Married,,2,2,White or European American,,Yes,Yes,Florida,33913,Suburban,Wisconsin,Eau Claire,Suburban,Not a student,4-year college degree,4-year college degree,High school degree / GED,2-year college degree,Full-time employee,Moderate,Moderate,Donald Trump,Donald Trump,Unbiased,
6609c596ac6ba651a47a15de,8/3/25 9:42,687,,,1,49,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support moderately,both,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Likely (60-80%),Likely (60-80%),Much harder now,It has paid off somewhat,It will not pay off much,It will not pay off much,Above average,Unsure / Not applicable,Above average,Average,"No, someone else also earns income","Yes, more than one person",50000,60000,Not very certain,75000,55000,100000,120000,Not very certain,140000,110000,120000,,,,,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,3,5,4,2,Disagree somewhat,Definitely not,Somewhat stable,Not very worried,Almost no chance (0-10%),Less than 1 month,The risk is low,No risk,The risk is low,I have already owned or currently own a home,Male,Single,,1,1,Asian or Asian American,,No,No,New Mexico,87114,Suburban,New Mexico,Albuquerque,Suburban,Not a student,Some college,Some college,"Professional doctorate (e.g., JD, MD)","Professional doctorate (e.g., JD, MD)",Full-time employee,Moderate,Moderate,I did not vote,I did not vote,Unbiased,
6714dea47e2a4f2e612e4e91,8/3/25 9:42,698,,,.89999998,52,The government should not concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support strongly,both,Disagree strongly,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Even chance (40-60%),Unlikely (20-40%),Somewhat easier now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Far below average,Average,Far below average,Average,"No, someone else also earns income","Yes, more than one person",50000,60000,Not very certain,62000,55000,74000,82000,Not very certain,85000,80000,75000,,,,,$11-$20,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,2,1,4,5,3,Disagree somewhat,Maybe,Somewhat stable,Not very worried,Even chance (40-60%),3–6 months,The risk is low,No risk,The risk is substantial,The risk is substantial,Male,Single,,3,3,White or European American,,Yes,Yes,Illinois,61350,Rural,Tennessee,Chattanooga,Suburban,Not a student,Some college,Some college,High school degree / GED,Some college,Full-time employee,Conservative,Conservative,I did not vote,I did not vote,Unbiased,
663633059d5ba66fc519115a,8/3/25 9:42,850,,,1,61,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,Other:,"as I became less focused on fighting to make a living, I started to pay more attention to the world around me. Evolved over time.",,,Reject moderately,poor,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Disagree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Average,Average,Below average,Below average,Yes,"No, just myself",14500,34000,Very certain,40000,24000,,,,,,1500,,,,,$41-$50,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,4,1,5,2,3,Agree strongly,Maybe,Very unstable,Somewhat worried,Even chance (40-60%),More than 6 months,The risk is low,The risk is low,I already live without health insurance,The risk is substantial,Female,Single,,0,0,White or European American,,Yes,Yes,Michigan,49709,Rural,Michigan,"Courtright, Ontario",Rural,Not a student,Some college,Some college,Some high school,High school degree / GED,Self-employed or small business owner,Moderate,Liberal,Kamala Harris,Joe Biden,Unbiased,
66293ab7b323f5f7ce785c38,8/3/25 9:42,1580,,,1,55,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,poor,Disagree strongly,Neutral,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree strongly,Disagree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Above average,Far above average,Below average,Yes,"No, just myself",38000,48000,Not very certain,54000,41000,,,,,,54000,,,,,$61-$70,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,5,4,3,Agree somewhat,Definitely not,Somewhat stable,Somewhat worried,Almost no chance (0-10%),Less than 1 month,No risk,No risk,The risk is substantial,The risk is high,Female,Single,,0,0,White or European American,,Yes,Yes,Illinois,60044,Suburban,Illinois,Barrington IL,Suburban,Not a student,2-year college degree,2-year college degree,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)","Not in the labor force (for example: retired, or full-time parent)",Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,"This survey was unbiased, not confusing and very much appropriate in length, especially for reward amount."
5687bbe7369319000c269af0,8/3/25 9:42,770,,,.89999998,74,The government should concern itself with this.,Somewhat more progressive,early,No change,,,,,,Support moderately,poor,Disagree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly,Agree strongly,Neutral,Agree strongly,Agree strongly,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Average,Yes,"No, just myself",40000,15000,Not very certain,15000,10000,,,,,,25000,,,,,$91-$100,$91-$100,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,4,2,5,1,3,Agree strongly,Definitely / I have already started a business,Very stable,Not worried at all,Almost certain (90-100%),3–6 months,No risk,No risk,No risk,I have already owned or currently own a home,Female,Other,divorced ,1,1,White or European American,,Yes,Yes,Ohio,44130,Suburban,Ohio,"Cleveland, Ohio",Urban,Not a student,4-year college degree,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Conservative,Conservative,I did not vote,I did not vote,Unbiased,No problems 
63d4383288ccc0d875a381e4,8/3/25 9:42,948,,,1,40,The government should not concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),early,No change,,,,,,Reject strongly,both,Agree strongly,Neutral,Indifferent,Agree strongly,Agree strongly,Agree somewhat,Disagree strongly,Neutral,Neutral,Agree strongly,Agree strongly,Even chance (40-60%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Unsure / Not applicable,Below average,Far below average,"No, someone else also earns income","Yes, more than one person",1500,20000,Not very certain,45000,20000,25000,45000,Somewhat certain,35000,27000,10000,,,,,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,2,3,5,4,Agree strongly,Maybe,Neutral,Somewhat worried,Likely (60-90%),1–3 months,No risk,No risk,No risk,The risk is high,Male,Single,,0,Unsure,"Middle Eastern or North African,White or European American",,Yes,No,Michigan,48134,Suburban,Michigan,Rockwood,Suburban,Not a student,High school degree / GED,High school degree / GED,4-year college degree,Some college,Unemployed and looking for work,Liberal,Conservative,Donald Trump,Donald Trump,Unbiased,No comments
5f489766dbc4a2364c0f4f93,8/3/25 9:43,586,,,1,66,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,No change,,,,,,Support strongly,both,Disagree strongly,Neutral,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Neutral,Agree somewhat,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,Unsure,Unsure,Unsure,Far below average,Far below average,Below average,Above average,"No, someone else also earns income","Yes, more than one person",40000,40000,Somewhat certain,40000,0,115000,115000,Not very certain,115000,50000,75000,,,,,$91-$100,$91-$100,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,4,1,5,3,2,Agree somewhat,Definitely not,Very stable,Not worried at all,Unlikely (10-40%),More than 6 months,No risk,The risk is substantial,The risk is low,I have already owned or currently own a home,Female,Married,,2,2,White or European American,,Yes,Yes,Florida,32233,Suburban,Florida,jacksonville ,Rural,Not a student,4-year college degree,4-year college degree,High school degree / GED,Eighth grade or less,"Not in the labor force (for example: retired, or full-time parent)",Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,you did not have an option for Not Applicable in the questions about losing jobs (for the retirees)
67e2f87c6e3741dd0aeb1cb1,8/3/25 9:43,1034,,,1,69,The government should concern itself with this.,No change,early,I now support redistribution much less than in the past,,,,I think the policy is less fair now,,Support moderately,both,Disagree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Average,Average,Yes,"No, just myself",21000,25000,Not very certain,25000,22000,,,,,,35000,,,,,$51-$60,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,3,4,5,1,Agree somewhat,Probably not,Somewhat stable,Not very worried,Almost no chance (0-10%),Less than 1 month,The risk is high,The risk is low,The risk is low,The risk is high,Female,Single,,2,0,Black or African American,,Yes,Yes,Georgia,30331,Suburban,North Carolina,goldsboro,Suburban,Not a student,Some college,Some college,High school degree / GED,Eighth grade or less,"Not in the labor force (for example: retired, or full-time parent)",Conservative,Moderate,Donald Trump,Donald Trump,Unbiased,Nothing confusing
65c63f9b7a891fff8a4c45a2,8/3/25 9:43,995,,,1,72,The government should not concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),early,No change,,,,,,Reject strongly,middle,Disagree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Somewhat harder now,It has not paid off much,It will not pay off much,It will not pay off much,Below average,Below average,Average,Below average,"No, someone else also earns income","Yes, more than one person",10000,12000,Somewhat certain,13000,13000,35000,30000,Not very certain,30000,30000,50000,,,,,$0-$10,$21-$30,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,5,3,4,Disagree somewhat,Definitely not,Very stable,Not worried at all,Almost no chance (0-10%),Less than 1 month,No risk,No risk,The risk is low,I have already owned or currently own a home,Female,Married,,2,2,White or European American,,Yes,Yes,Tennessee,37683,Rural,Florida,Miami,Suburban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,High school degree / GED,"Not in the labor force (for example: retired, or full-time parent)",Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,no
6504910c35d87452e508483d,8/3/25 9:43,877,,,1,38,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,I now support redistribution slightly more than in the past,,Other:,I've seen poorer people suffer more while the rich doesn't,,,Support strongly,both,Disagree strongly,Disagree strongly,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,It will not pay off much,It will not pay off much,Far below average,Far below average,Below average,Far below average,Yes,"No, just myself",900,25000,Not very certain,28000,12000,,,,,,10000,,,Will not have children,12000,$0-$10,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,3,1,4,5,2,Agree strongly,Probably not,Somewhat unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,The risk is high,I have already owned or currently own a home,Male,Single,,0,3,Asian or Asian American,,No,No,Minnesota,55106,Urban,Minnesota,Saint Paul,Urban,Not a student,Some college,4-year college degree,Eighth grade or less,High school degree / GED,Unemployed and looking for work,Liberal,Liberal,I did not vote,Joe Biden,Unbiased,
66e3551244755a4debcd58d8,8/3/25 9:43,783,,,1,39,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),early,No change,,,,,,Support strongly,both,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Far below average,Average,Below average,Far below average,Yes,"No, just myself",32000,40000,Not very certain,40000,30000,,,,,,60000,,,Will have children,65000,$11-$20,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,4,5,3,Agree strongly,Definitely not,Very unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is substantial,The risk is high,I already live without health insurance,The risk is high,Female,Single,,5 or more,5 or more,White or European American,,Yes,Yes,Texas,77095,Suburban,Texas,Houston,Suburban,Not a student,Some college,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
66a72d05236826287427eeea,8/3/25 9:43,1422,,,1,63,The government should concern itself with this.,Somewhat more progressive,early,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support moderately,both,Disagree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Indifferent,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Neutral,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Above average,Below average,Below average,Average,"No, someone else also earns income","Yes, more than one person",70000,73000,Somewhat certain,75000,70000,69500,73000,Somewhat certain,75000,70000,71000,,,,,$91-$100,$51-$60,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,2,3,4,5,1,Agree somewhat,Probably not,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,No risk,No risk,The risk is low,No risk,Female,Married,,2,2,White or European American,,Yes,Yes,California,92010,Urban,California,Carlsbad,Urban,Not a student,2-year college degree,2-year college degree,High school degree / GED,High school degree / GED,"Not in the labor force (for example: retired, or full-time parent)",Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,Thank you 
66f0d394b09c995902f6ac22,8/3/25 9:43,500,,,.89999998,54,The government should not concern itself with this.,No change,early,No change,,,,,,Reject strongly,middle,Disagree strongly,Disagree somewhat,Agree strongly,Indifferent,Disagree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Likely (60-80%),Even chance (40-60%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Average,Average,Above average,Below average,"No, someone else also earns income","Yes, more than one person",105000,200000,Not very certain,150000,75000,101000,200000,Somewhat certain,200000,75000,100000,,,,,$81-$90,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,5,1,4,3,2,Agree somewhat,Probably,Somewhat unstable,Somewhat worried,Even chance (40-60%),Less than 1 month,No risk,No risk,The risk is low,I have already owned or currently own a home,Female,Married,,3,3,White or European American,,Yes,Yes,Texas,76008,Suburban,Texas,Arlington ,Urban,Not a student,Some college,Some college,Some college,2-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,
676d746ed2391d1de669298a,8/3/25 9:44,737,,,1,69,The government should concern itself with this.,Somewhat more progressive,early,No change,,,,,,Support moderately,both,Disagree strongly,Disagree somewhat,Indifferent,Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat easier now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Far below average,Far below average,Below average,Below average,"No, someone else also earns income","No, just myself",78000,36000,Somewhat certain,36000,36000,80000,,,,,48000,,,,,$11-$20,$91-$100,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,5,4,2,Agree strongly,Probably not,Somewhat stable,Not worried at all,Unlikely (10-40%),More than 6 months,No risk,No risk,The risk is substantial,The risk is high,Male,Married,,4,4,White or European American,,Yes,Yes,Ohio,45245,Suburban,Ohio,Cincinnati,Urban,Not a student,Some college,Some college,High school degree / GED,Eighth grade or less,Full-time employee,Moderate,Moderate,Kamala Harris,I did not vote,Unbiased,"this was a good, solid survey!"
60fd6618f9a377f54dcdf318,8/3/25 9:44,1293,,,.80000001,38,The government should not concern itself with this.,Somewhat more progressive,early,No change,,,,,,Indifferent,poor,Disagree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Indifferent,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Even chance (40-60%),Almost no chance (0-20%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Below average,Above average,Yes,"Yes, more than one person",93000,150000,Somewhat certain,160000,100000,,200000,Somewhat certain,170000,150000,100000,,,Will have children,150000,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,2,4,1,5,3,Agree somewhat,Probably not,Somewhat stable,Not very worried,Almost certain (90-100%),Less than 1 month,The risk is low,The risk is low,The risk is low,No risk,Male,Married,,1,1,White or European American,,Yes,Yes,Virginia,20176,Suburban,West Virginia,Charleston ,Urban,"Research doctoral program (e.g., PhD, DSc)","Master's degree (e.g., MA, MS, MBA)","Research doctorate (e.g., PhD, DSc)",Some high school,Some high school,Full-time employee,Moderate,Moderate,Donald Trump,Donald Trump,Unbiased,
67d2107d715c268c034392c8,8/3/25 9:44,1258,,,1,72,The government should concern itself with this.,Somewhat more progressive,early,No change,,,,,,Support moderately,middle,Disagree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Neutral,Agree strongly,Disagree strongly,Agree somewhat,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,Unsure,It will not pay off much,Below average,Average,Far below average,Below average,"No, someone else also earns income","Yes, more than one person",12000,12000,Somewhat certain,12000,11000,40000,40000,Not very certain,50000,12000,48000,,,,,$91-$100,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,3,5,4,1,Neutral,Probably not,Somewhat stable,Not worried at all,Almost no chance (0-10%),Less than 1 month,No risk,No risk,The risk is low,I have already owned or currently own a home,Female,Married,,4,4,White or European American,,Yes,Yes,Michigan,49240,Rural,Michigan,,Rural,Not a student,Some college,Some college,High school degree / GED,High school degree / GED,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Conservative,Kamala Harris,Joe Biden,Unbiased,
672268205351c30413c9837e,8/3/25 9:44,1082,,,1,50,The government should concern itself with this.,Somewhat less progressive,early,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support slightly,poor,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Neutral,Agree strongly,Disagree strongly,Neutral,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Far below average,Far below average,Far below average,Below average,"No, someone else also earns income","Yes, more than one person",10000,50000,Somewhat certain,70000,0,116000,200000,Somewhat certain,250000,80000,150000,,,,,$91-$100,$51-$60,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,4,5,3,2,Agree somewhat,Probably,Somewhat stable,Somewhat worried,Even chance (40-60%),1–3 months,The risk is low,The risk is low,The risk is substantial,I have already owned or currently own a home,Female,Married,,3,3,Asian or Asian American,,No,No,California,92223,Suburban,I did not reside in the United States,"Iriga City, Philippines",Rural,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,No further feedback
