timestart,timeend,responsetype,ipaddress,progress,duration,finished,timerecorded,responseid,lastname,firstname,email,externaldata,latitude,longitude,distribution,language,recaptcha,optin,signature_id,signature_file,signature_size,signature_path,prolificid_resp,age,shouldconcern,progressivity_early,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,poorbenefit,bothbenefit,middlebenefit,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,progressivity_late,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback,prolificid,progressivity_timing
7/24/25 13:36,7/24/25 13:48,IP Address,144.74.1.162,100,713,TRUE,7/24/25 13:48,R_7cou0moVMYHNgtN,,,,,41.8719,-87.6589,anonymous,EN,0.8999999761581421,1,F_p4RMyDxffGPsdRT,signature.png,9918,image/png,,26,The government should concern itself with this.,,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,,,Disagree strongly,Disagree strongly,Disagree somewhat,Agree strongly,Indifferent,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Somewhat harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Far below average,Far below average,Below average,Average,"No, someone else also earns income","Yes, more than one person",45000,120000,Somewhat certain,100000,90000,120000,200000,Somewhat certain,180000,160000,70000,Will have children,140000,Will have children,150000,$41-$50,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,3,4,5,Disagree somewhat,Probably,Somewhat stable,Not very worried,Even chance (40-60%),1–3 months,The risk is substantial,No risk,I already live without health insurance,The risk is low,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Single,,0,3,Hispanic or Latino,,Yes,No,Illinois,60126,Suburban,Illinois,Cicero,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Eighth grade or less,High school degree / GED,Full-time employee,Liberal,Conservative,Kamala Harris,Joe Biden,Left-wing biased,,5ca937309ac82a0001312c88,late
7/24/25 13:38,7/24/25 13:49,IP Address,75.134.114.26,100,635,TRUE,7/24/25 13:49,R_7BBPwv3DkKIBQGZ,,,,,43.3956,-85.4678,anonymous,EN,1,1,F_Wf9OPaCDCxFuozT,signature.png,12121,image/png,,25,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,Support moderately,,Disagree strongly,Disagree somewhat,Agree somewhat,Indifferent,Disagree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Disagree strongly,Neutral,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Average,Average,Average,Below average,"No, someone else also earns income","No, just myself",10000,35000,Somewhat certain,45000,20000,38000,,,,,18000,Will not have children,25000,Will not have children,28000,$21-$30,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,3,1,4,5,2,Agree strongly,Probably not,Very unstable,Very worried,Unlikely (10-40%),1–3 months,No risk,No risk,The risk is high,The risk is high,Somewhat more progressive,Male,Single,,0,Unsure,White or European American,,Yes,Yes,Michigan,49329,Rural,Michigan,Owosso,Rural,Not a student,Some college,2-year college degree,Some college,4-year college degree,Self-employed or small business owner,Moderate,Liberal,Kamala Harris,I did not vote,Unbiased,,670453b0d93209a1e156916d,late
7/24/25 13:37,7/24/25 13:49,IP Address,172.56.95.191,100,701,TRUE,7/24/25 13:49,R_7kGpTfRAfROEWc0,,,,,30.2095,-97.7972,anonymous,EN,0.8999999761581421,1,F_3knYFegdAJPPfCG,signature.png,7599,image/png,,22,The government should concern itself with this.,,I now support redistribution much more than in the past,,Taxes affect me less now,,,,,,Support moderately,Neutral,Agree strongly,Agree strongly,Disagree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Likely (60-80%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Average,Unsure / Not applicable,Far below average,Far below average,Yes,"Yes, more than one person",25000,48800,Not very certain,48800,48800,,73200,Not very certain,73200,73200,25000,Will have children,35000,Will have children,55000,$0-$10,$11-$20,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,2,4,3,5,1,Agree somewhat,Probably not,Somewhat unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is substantial,The risk is substantial,The risk is low,The risk is high,Much less progressive (everyone should be taxed at about the same rate),Female,Single,,0,2,Hispanic or Latino,,Yes,Yes,Texas,78572,Urban,Texas,Mission,Urban,2-year college,2-year college degree,4-year college degree,4-year college degree,,Part-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,,6658cd81e4e49937196d341c,late
7/24/25 13:42,7/24/25 13:50,IP Address,216.49.134.133,100,454,TRUE,7/24/25 13:50,R_1FIOOuk1JyolkEK,,,,,41.6835,-72.7953,anonymous,EN,0.6000000238418579,1,F_XZKXnDr0Kaz0Ypz,signature.png,5145,image/png,,29,The government should concern itself with this.,,I now support redistribution slightly less than in the past,,,,Taxes affect me more now,,,,Support slightly,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Unlikely (20-40%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Far below average,Far below average,Below average,Average,Yes,"Yes, more than one person",110000,150000,Very certain,190000,100000,,250000,Somewhat certain,290000,150000,200000,Will not have children,300000,Will not have children,300000,$21-$30,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,3,2,1,4,5,Agree somewhat,Probably,Somewhat stable,Somewhat worried,Likely (60-90%),3–6 months,The risk is high,The risk is low,The risk is substantial,The risk is high,Somewhat more progressive,Male,Cohabitating,,0,0,White or European American,,Yes,Yes,Connecticut,06053,Suburban,Connecticut,Hartford,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,High school degree / GED,Full-time employee,Moderate,Moderate,I did not vote,Joe Biden,Unbiased,,62dbcc6f4bb8a5fd4c24da09,late
7/24/25 13:36,7/24/25 13:50,IP Address,47.205.222.76,100,881,TRUE,7/24/25 13:50,R_6Mb8Sx4ToyR2ksM,,,,,27.4067,-82.5314,anonymous,EN,0.8999999761581421,1,F_32Pd2zeykc2nzzs,signature.png,12209,image/png,,22,The government should concern itself with this.,,No change,,,,,,,Support strongly,,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Unsure,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly,Disagree strongly,Neutral,Unlikely (20-40%),Unlikely (20-40%),Unsure,It has not paid off much,It will pay off somewhat,It will pay off a lot,Far below average,Far below average,Below average,Far below average,"No, someone else also earns income","Yes, more than one person",800,75000,Not very certain,100000,50000,40000,160000,Not very certain,225000,120000,60000,Will have children,180000,Will have children,150000,$11-$20,$51-$60,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,4,5,2,3,Agree strongly,Definitely not,Somewhat unstable,Very worried,Almost no chance (0-10%),Less than 1 month,The risk is low,The risk is high,The risk is low,The risk is high,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Single,,0,Unsure,Asian or Asian American,,Yes,No,Florida,34243,Suburban,Florida,Hollywood,Suburban,"Master's program (e.g., MA, MS, MBA)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Some high school,Some college,Student,Liberal,Moderate,Kamala Harris,I did not vote,Left-wing biased,,6667ccc61b0989bff9d014d6,late
7/24/25 13:37,7/24/25 13:51,IP Address,73.157.150.171,100,821,TRUE,7/24/25 13:51,R_7n6YfiWeVgYCmKx,,,,,45.8151,-122.7426,anonymous,EN,1,1,F_2OObdkwTlP9IpH7,signature.png,6558,image/png,,28,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,Reject moderately,,Agree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,Unlikely (20-40%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Below average,Below average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",0,70000,Somewhat certain,100000,55000,205000,300000,Somewhat certain,350000,200000,180000,Will have children,190000,Will have children,200000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,2,4,5,Disagree somewhat,Probably not,Somewhat stable,Not very worried,Even chance (40-60%),More than 6 months,The risk is low,The risk is substantial,The risk is low,I have already owned or currently own a home,Somewhat more progressive,Female,Married,,2,3,White or European American,,Yes,Yes,Washington,98685,Suburban,Washington,Vancouver,Suburban,Not a student,Some college,Some college,Some college,"Master's degree (e.g., MA, MS, MBA)","Not in the labor force (for example: retired, or full-time parent)",Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,This was a well made study. Thank you!,650f205219d6a05c68fb181d,late
7/24/25 13:34,7/24/25 13:51,IP Address,107.10.39.142,100,1049,TRUE,7/24/25 13:51,R_3CNpyi93lFLFX7s,,,,,41.4128,-81.5607,anonymous,EN,1,1,F_3gUEsbouSAqmbMB,signature.png,9381,image/png,,28,The government should concern itself with this.,,I now support redistribution slightly less than in the past,,,,I think the policy is worse for the economy now,,,,Support slightly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Indifferent,Indifferent,Agree somewhat,Neutral,Neutral,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will not pay off much,It will pay off somewhat,Below average,Average,Above average,Average,Yes,"No, just myself",65000,65000,Somewhat certain,73000,0,,,,,,1000000,Will have children,1000000,Will have children,1000000,$31-$40,$21-$30,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree strongly,1,4,2,5,3,Disagree strongly,Maybe,Somewhat stable,Somewhat worried,Likely (60-90%),Less than 1 month,The risk is substantial,The risk is high,The risk is substantial,The risk is substantial,Somewhat less progressive,Female,Single,,0,4,Black or African American,,Yes,Yes,Ohio,44146,Suburban,Ohio,cleveland,Urban,Not a student,Some college,Some college,Some college,Some college,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,,67a8bfb2f846cd3ea9bcd898,late
7/24/25 13:42,7/24/25 13:51,IP Address,172.56.51.165,100,560,TRUE,7/24/25 13:51,R_1hSG28itk9sqY7V,,,,,47.6109,-122.3303,anonymous,EN,0.8999999761581421,1,F_U9H2oS5ndtA1w77,signature.png,4986,image/png,,28,The government should concern itself with this.,,No change,,,,,,Support strongly,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Above average,Average,Below average,"No, someone else also earns income","Yes, more than one person",10000,18000,Somewhat certain,30000,20000,28000,40000,Somewhat certain,50000,35000,50000,Will have children,50000,Will have children,50000,$11-$20,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,3,5,4,Agree strongly,Maybe,Somewhat stable,Somewhat worried,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,The risk is low,The risk is substantial,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Female,Married,,1,1,White or European American,,Yes,Yes,Washington,98424,Suburban,Texas,Fort Worth,Suburban,Not a student,Some college,4-year college degree,Some college,High school degree / GED,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,,5fa2b9a3c1d67f3a311db672,late
7/24/25 13:35,7/24/25 13:51,IP Address,107.136.21.191,100,992,TRUE,7/24/25 13:51,R_52umtDXAKD9XohY,,,,,38.5434,-90.0351,anonymous,EN,1,1,F_1mFdaALHZw88i58,signature.png,7300,image/png,,29,The government should not concern itself with this.,,No change,,,,,,,Support strongly,,Disagree strongly,Agree somewhat,Agree strongly,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree somewhat,Even chance (40-60%),Even chance (40-60%),Much easier now,It has paid off a lot,It will pay off a lot,It will pay off somewhat,Average,Average,Above average,Average,"No, someone else also earns income","Yes, more than one person",10000,20000,Very certain,15000,9000,10000,20000,Very certain,15000,9000,10000,Will have children,10000,Will have children,10000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,3,5,4,2,Agree strongly,Maybe,Very stable,Not worried at all,Almost certain (90-100%),3–6 months,The risk is substantial,The risk is low,The risk is substantial,No risk,No change,Male,Single,,1,Unsure,Black or African American,,Yes,Yes,Illinois,62203,Urban,Illinois,East Saint Louis,Urban,Not a student,High school degree / GED,High school degree / GED,4-year college degree,4-year college degree,Full-time employee,Moderate,Moderate,Donald Trump,Donald Trump,Unbiased,,671ce7ade7a5cd2edc847b94,late
7/24/25 13:44,7/24/25 13:52,IP Address,136.32.214.34,100,456,TRUE,7/24/25 13:52,R_5zNX6NePBTAOQhj,,,,,39.2733,-94.5694,anonymous,EN,1,1,F_3hGaDIHGOoQbGLZ,signature.png,6562,image/png,,28,The government should not concern itself with this.,,No change,,,,,,,,Support slightly,Neutral,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Even chance (40-60%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Below average,Average,Below average,Yes,"No, just myself",36000,60000,Somewhat certain,80000,60000,,,,,,75000,Will not have children,45000,Will not have children,60000,$0-$10,$11-$20,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,4,3,5,1,Agree somewhat,Probably,Somewhat stable,Somewhat worried,Likely (60-90%),Less than 1 month,The risk is high,The risk is low,The risk is high,The risk is high,Somewhat less progressive,Male,Single,,0,2,White or European American,,Yes,Yes,Missouri,64112,Urban,Florida,Tampa,Suburban,Not a student,2-year college degree,4-year college degree,Some college,4-year college degree,Full-time employee,Moderate,Liberal,Donald Trump,Donald Trump,Unbiased,,66dceb449e0e3f3b1f239b3b,late
7/24/25 13:36,7/24/25 13:52,IP Address,207.183.242.78,100,955,TRUE,7/24/25 13:52,R_3I9pE0JGJ4FU4IJ,,,,,38.7609,-121.2867,anonymous,EN,1,1,F_2tDMjX6GZBO2AXB,signature.png,6224,image/png,,29,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,,Support strongly,,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Agree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Average,Average,Above average,Average,"No, someone else also earns income","Yes, more than one person",85000,130000,Not very certain,180000,70000,145000,240000,Not very certain,300000,120000,120000,Will have children,120000,Will have children,120000,$31-$40,$31-$40,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,1,5,2,4,3,Disagree somewhat,Maybe,Very stable,Not worried at all,Likely (60-90%),More than 6 months,No risk,The risk is low,No risk,I have already owned or currently own a home,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Married,,1,1,White or European American,,Yes,Yes,California,95765,Suburban,California,"Rocklin, CA",Suburban,4-year college,Some college,4-year college degree,2-year college degree,"Master's degree (e.g., MA, MS, MBA)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,none,5f5e32a0d6a12c6857b8e127,late
7/24/25 13:40,7/24/25 13:55,IP Address,35.146.5.144,100,925,TRUE,7/24/25 13:55,R_6OB0Cjod3UIDjkC,,,,,32.7226,-97.0785,anonymous,EN,1,1,F_07ZqqghQg2FKWfD,signature.png,7987,image/png,,25,The government should concern itself with this.,,No change,,,,,,,,Support moderately,Disagree strongly,Neutral,Agree strongly,Indifferent,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,Unsure,It will not pay off much,Below average,Below average,Average,Unsure,"No, someone else also earns income","Yes, more than one person",55000,100000,Not very certain,85000,60000,95000,200000,Not very certain,180000,155000,120000,Will have children,200000,Will have children,250000,$21-$30,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,3,4,5,2,Agree strongly,Definitely / I have already started a business,Somewhat stable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is high,The risk is substantial,I already live without health insurance,The risk is substantial,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Female,Single,,0,2,Black or African American,,Yes,Yes,Texas,75052,Urban,Texas,dallas,Urban,2-year college,2-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,"no feedback, thank you :)",6113ffbf45e79bc2769db74c,late
7/24/25 13:41,7/24/25 13:56,IP Address,174.72.5.229,100,897,TRUE,7/24/25 13:56,R_34QVSZxLn2uPrR7,,,,,32.9778,-111.5176,anonymous,EN,0.8999999761581421,1,F_1mmZicLsec7o5Bv,signature.png,7063,image/png,,23,The government should concern itself with this.,,No change,,,,,,,,Support moderately,Disagree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Indifferent,Agree strongly,Indifferent,Neutral,Neutral,Neutral,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Average,Below average,Below average,Average,Yes,"No, just myself",40000,60000,Not very certain,80000,37500,,,,,,50000,Will not have children,50000,Will not have children,55000,$11-$20,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Indifferent,1,3,2,5,4,Agree somewhat,Probably not,Neutral,Not very worried,Even chance (40-60%),1–3 months,The risk is low,The risk is substantial,The risk is low,The risk is substantial,Somewhat more progressive,Male,Single,,0,0,Hispanic or Latino,,Yes,Yes,Arizona,85128,Rural,Arizona,Tuscon,Suburban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,Some high school,Full-time employee,Conservative,Conservative,I did not vote,I did not vote,Unbiased,,616a1d9b1890ceba9b6df682,late
7/24/25 13:39,7/24/25 13:56,IP Address,73.236.118.60,100,1042,TRUE,7/24/25 13:56,R_5HwCyX53MpDW9Dp,,,,,40.6592,-78.7817,anonymous,EN,0.8999999761581421,1,F_R8s2mDgynwkmhNv,signature.png,7721,image/png,,26,The government should concern itself with this.,,Other:,"Rather than direct redistribution, a healthier and functioning  economy would be best",,,,,,Support strongly,,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Below average,Below average,Below average,Far below average,"No, someone else also earns income","Yes, more than one person",9000,7000,Somewhat certain,15000,5000,25000,25000,Somewhat certain,35000,15000,6000,Will not have children,65000,Will not have children,75000,$41-$50,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,3,5,2,4,Agree strongly,Probably not,Very unstable,Very worried,Almost no chance (0-10%),3–6 months,The risk is low,The risk is substantial,The risk is high,The risk is high,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Non-binary / third gender,Other,Divorced,0,0,White or European American,,Yes,Yes,Pennsylvania,Too small,Rural,Pennsylvania,Too small,Rural,Not a student,Some college,High school degree / GED,2-year college degree,4-year college degree,Unemployed and looking for work,Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,,66969c9921e4f92ad108ed4c,late
7/24/25 13:48,7/24/25 13:56,IP Address,98.60.165.52,100,482,TRUE,7/24/25 13:56,R_1o12EsH1ZTi6N6Q,,,,,35.141,-106.711,anonymous,EN,1,1,F_1mDyvzZAmRNUeLM,signature.png,7281,image/png,,21,The government should concern itself with this.,,No change,,,,,,,Support strongly,,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Agree strongly,Agree strongly,Neutral,Agree strongly,Neutral,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Below average,Below average,Below average,Far below average,"No, someone else also earns income","No, just myself",20000,100000,Somewhat certain,115000,50000,25000,,,,,24000,Will have children,36000,Will have children,50000,$21-$30,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,1,2,5,4,Agree somewhat,Maybe,Somewhat stable,Not worried at all,Almost certain (90-100%),3–6 months,No risk,No risk,No risk,The risk is low,Somewhat more progressive,Male,Married,,0,2,White or European American,,Yes,Yes,New Mexico,87109,Urban,Arizona,Maricopa,Urban,4-year college,Some college,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",4-year college degree,Student,Liberal,Liberal,Other,Joe Biden,Unbiased,,66197802de4cb7fdfc39ff7a,late
7/24/25 13:38,7/24/25 13:57,IP Address,172.59.185.84,100,1158,TRUE,7/24/25 13:57,R_631ovGBQYk834u8,,,,,41.8835,-87.6305,anonymous,EN,1,1,F_21voTB9SAEPROT5,signature.png,9100,image/png,,27,The government should concern itself with this.,,I now support redistribution much less than in the past,,,,I think the policy is less fair now,,,,Reject slightly,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Neutral,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Far below average,Far below average,Below average,Above average,"No, someone else also earns income","Yes, more than one person",55000,100000,Somewhat certain,110000,800000,110000,200000,Not very certain,250000,150000,60000,Will not have children,70000,Will not have children,80000,$0-$10,$21-$30,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,3,2,5,4,Agree strongly,Probably,Very stable,Not worried at all,Likely (60-90%),More than 6 months,The risk is low,The risk is low,The risk is low,No risk,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Male,Cohabitating,,0,0,Hispanic or Latino,,Yes,No,Illinois,60302,Urban,Illinois,OAK PARK,Urban,Not a student,High school degree / GED,High school degree / GED,Eighth grade or less,Eighth grade or less,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,,5e45a09c8155b00828c83d95,late
7/24/25 13:39,7/24/25 13:58,IP Address,162.142.63.109,100,1094,TRUE,7/24/25 13:58,R_5CC3gmn39FtxpoA,,,,,40.4236,-105.0935,anonymous,EN,0.8999999761581421,1,F_WohPBNtAe4qKehb,signature.png,8967,image/png,,29,The government should concern itself with this.,,No change,,,,,,,,Support moderately,Disagree somewhat,Neutral,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Indifferent,Neutral,Agree strongly,Disagree somewhat,Neutral,Unlikely (20-40%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Far below average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",100000,200000,Very certain,250000,150000,175000,325000,Very certain,400000,275000,150000,Will not have children,200000,Will not have children,250000,$41-$50,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Indifferent,1,4,3,2,5,Disagree somewhat,Definitely / I have already started a business,Very stable,Not very worried,Likely (60-90%),1–3 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,Somewhat more progressive,Male,Married,,0,0,White or European American,,Yes,Yes,Colorado,80525,Urban,Wisconsin,Wausau,Suburban,Not a student,4-year college degree,4-year college degree,High school degree / GED,Some high school,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,,5bef41fa54277d000114d6ad,late
7/24/25 13:44,7/24/25 13:58,IP Address,68.198.159.118,100,802,TRUE,7/24/25 13:58,R_6LeYkZ6Y93M4xX3,,,,,40.8703,-73.8525,anonymous,EN,1,1,F_3kh413dXAwI6x4j,signature.png,6971,image/png,,29,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,,Support moderately,,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Above average,Above average,Above average,Above average,Yes,"Yes, more than one person",78500,150000,Not very certain,300000,115000,,200000,Not very certain,500000,200000,80000,Will not have children,100000,Will not have children,120000,$11-$20,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,1,2,4,3,5,Neutral,Definitely not,Very stable,Not very worried,Likely (60-90%),More than 6 months,The risk is substantial,The risk is low,The risk is low,The risk is substantial,Somewhat more progressive,Female,Single,,0,Unsure,White or European American,,Yes,Yes,New York,10709,Suburban,New York,Eastchester,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,,5bda531987e0030001d6120a,late
